ID,comments,rating,votes
2761342654,很好的立意，但导演编剧功底不够，差了很多味道。问题在于什么都想说，母亲与父亲的故事，几个姐妹各自的故事，家族的矛盾，都讲了不少，可惜没有突出点，看着比较寡淡，成了流水账。看得出来《饮食男女》《海街日记》以及各种女性影视作品的影响，但这种风格的家庭伦理电影真的很难拍得平实自然同时精致隽永，把握不好度就成了无聊的群戏。佳佳这个角色设计地很奇怪，非常矛盾，已经是要继承母亲饭店的老板娘了，却对家族历史几乎处于无知状态，心理年龄也远不够成熟，似乎就只有引入神秘女子蔡小姐的这个功能了。蔡小姐则更是不接地气，全程烧香拜佛，如此大气，最后屈尊来葬礼默默留下几滴泪水就没了？这不纯粹就是为了增加drama的鸡肋角色嘛。（被抱走的三姐突然出现同理）不如大刀阔斧剪掉一些角色，好好讲好父母亲的故事，或许更有意思。,3,0
3021810151,"近期看过的宝岛电影里最棒的一部了，这种娓娓道来的叙事节奏以及透露出的淡淡忧伤的情感拿捏到驾轻就熟。那种夜深人静时的孤独的味道，懂的人自然会懂。

孤味.Little.Big.Women.2020.1080p.NF.WEB-DL.DDP5.1.x264.mkv",5,4
2757758988,言情小说,3,0
2779119000,这一部真是有回味，很多人打低分是因为觉得这部电影洗白渣男。其实这部剧远远超越了这种粗浅的理解，而是着重于对每个人的理解和同情，各人有各人的纠结，最后又达成某种程度的和解，与他人，与自己。,5,1
2781939638,有点像台湾的是枝裕和的，真正拍出了中国家庭那种味道和感觉，内里情感满满而又表面十分克制，渴望亲近却又无奈的疏离，层层的窗户纸看似一戳就破，实则经年累月早已成墙,5,0
2777530698,孤岛电影，和解文学，如果说放过，几十年前就有机会，所有的细枝末节往好处讲是还原真实的无奈，另一个方面则是婆婆妈妈黏黏糊糊的故作坚强，这些比不过我对于快意恩仇这几个字的赞美。两星半。,2,0
2736331295,很好哭,4,1
2759095187,5.5。不疼不痒，平庸之作。,3,2
2742490896,适合过年全家一起看,4,0
2771309550,时间是与自己和解的良药。,4,0
2760231033,嗯，看完后Netflix说喜欢这部电影还喜欢《谁先爱上他的》，哈哈,4,2
2794506434,看电影了没，我就说宝岛影视被孤立不是坏事吧！,5,0
2730117321,氛围感很好，几场群戏里能感受到女性情感在场域里四处流溢。但在这层柔光滤镜下面，故事其实讲得很一般。小女儿为什么那么喜欢父亲，大女儿和医生是什么关系，二女儿婚姻到底有没有问题，三女儿为什么被送走，看完之后完全一头雾水。,4,1
2743417204,演员演技在线，但剧情略显平淡，姐妹争吵的下一秒我差点以为要上演小时代,3,0
3239338946,演员很真的展示的人物的感情内蕴，湾湾的此类影片拍的比内地搞钱ip要真诚的多,4,0
2595878180,整體來說多少還是有點做，有點煽，但底蘊是愛，有各形各色的詮釋，放大成兩小時的電影，每一幀都透露出這一家人對彼此的疼惜。陳淑芳飾演的阿嬤在隱忍之中開出名為放下的花朵，最是不易，但不管是誰，都要歡歡喜喜的過日子。用台語說出來，不知為何就是很暖心。還是五星，謝盈萱真的（演的）太迷人，舉手投足都叫人目不轉睛。,5,1
2746958813,"人人都想安稳中求进步，男人搏（博）杀后失败的底线筹码是家在人在，家已不在一切皆没有意义了，彻头彻尾的渣而已，几十年换不回的救赎有何颜面回家过“七”！
放下是人生中永恒纠绊的选择，嘴上逞强放下…放下了，心里却根本放不下的“仇”……只有梦里才会忆往昔浮现最初的甜蜜……一日蜜酒醉一生苦酒酿……活着的一口中正之气永远无法原谅那挫骨扬灰的痛和教训……",3,0
2767959317,台湾的家庭剧拍的越来越好了…恍惚间看到了好多电影的影子，但又特别的“中式家庭”，非常棒！,4,0
3033401298,大无语，我们女的什么时候能像男的一样不要这么重感情。,4,0
2758650036,在最后的二十分钟里，所有的情感宣泄出来 裹挟着作为观众的我。台南的风土人情，让我在电影的场景里找到了熟悉的记忆，尤其喜欢那绿油油的树，窄窄的街道啊。,5,0
2776150515,人物全都立得住，精准,4,0
2738987164,最亲近的人也会有矛盾磕绊，人生不如意的一面由此可见一斑。与其纠结在岁月的不可调和之中，不如放下与放过，才能让内心的平静与生命的圆满重有可能。,4,0
2833332232,老三苦着个脸给谁看啊她妈又没欠她的，整天把负心爸和什么蔡阿姨挂嘴边，天啊蔡阿姨是你哪门子亲戚啊你妈才是你亲妈,3,5
2765154360,引用一段毒sir的话，觉得说的很好：“描写正确固然鼓舞人心，当电影中的人物永远活在义正言辞的正确里，那人物不再是人物，而是概念，工具，甚至于，某些人隐秘又源源不断收割人头（利益）的旗帜。”人性是复杂的，也许每个人都有不同的秘密相伴一生。完美的人固然值得尊敬，但太完美，也许就失去了人作为凡夫俗子的那一点趣味。人无完人,4,1
2735730102,《海街日记》+《饮食男女》，电影太好吃了。有日本电影徐徐缓缓的朦胧调调，也融入了台湾电影特有的家长里短，终究离不开“人伦”二字。摄影很棒。,4,0
2728903278,「青春的味酸⽢甜，好聽的歌免歌詞，青春的味酸⽢甜，海海⼈⽣無了時，四界流浪不驚死，免驚⼼傷悲。⼈⽣的味酸⽢甜，春夏秋冬隨風去。」,5,0
2785005749,3.5 一个女人独自拉扯三个女儿长大  为了惩罚丈夫 即使他离开她们 她也不同意签离婚协议书  存在即合理 所以不要抱怨她为什么不同意离婚 因为爱 所以不放手 做人还是要想开点 不要太要强 不然苦的是自己,3,0
2740480442,最近台湾的新秀导演内力十足，可以说在剧情类影片延续了侯孝贤杨德昌等明星导演的功底。台湾电影近期几乎彻底摒弃了“贴标签”似的手法，而是平静而深刻的讨论问题的本质，放弃了意识形态碾压一切的阵地堡垒，让影片的视角更加多元化。影片温柔而细腻的诠释了“执着”的孤味。最终妻子选择了“放下”与“和解”。握不住的沙，不如扬了它。围绕着婚姻、人生与葬礼的价值观，6个女人对人生的意识形态完美的展现了中国东方女性的思辨。佛、道与中庸最终达成了完美的和谐。,4,0
2928509744,温情剧  和郑秀文的花椒之味有点像   也有些想起张子枫最近演的姐姐   还是很温情的   演员们有几幕演的确实很真很到位,4,0
2726110952,三星半，观感还是极其舒适的。,4,0
3116230397,淑芳阿嬷讲话真像我阿太生前的样子。真喜欢这样的女性群像×家庭叙事，看到很多自己家庭的影子。不知我妈活到那个岁数会不会也那么倔强，也不知道我和我的弟弟妹妹们长大后会变成什么样子。我会告诉他们那些他们记忆模糊的“家族秘密”吗，我们也需要面对上一代人留下的情感纷争吗。可能现在能确定的是，我和他们会像片子里的姐妹一样相爱。,5,0
2773380202,"其实还算流畅，但不太能抓得住我的心
因为传达的一些内容和观点有点无法理解
是距离产生美吗，是因为和父亲太久没生活在一起，所以记忆里反而都是想象的那种美好吗？这么多年和母亲朝夕相处，也受到母亲各方面的照顾，反过来却也因为相处得太多所以激发了各种矛盾和不满，当然母亲的性格可能比较极端强势，但这位父亲恐怕是一点责任也没尽吧
不懂女儿们怎么就这么无法体谅母亲
当然结尾部分处理得挺好的，我也挺喜欢
可我还是觉得，那不是放下和原谅，那就是 算了
哎，对，就是 算了 ",3,0
2770348180,哎嘿就是超喜欢这种没啥特别的电影技巧纯靠台语演绎人生况味的湾湾电影,3,0
3175665279,拉片｜,4,0
2735128125,大年初一值班时看了今年第一部电影，陈淑芬用人生来演戏、大姐谢盈萱的那极其舒服、顺其自然的演出，为这部由短片变长片起到至关重要的作用。,4,0
2842257314,拍的好细腻、完整、成熟。这个片子在各方面都不逊于日本类似题材的处理，导演用几年的时间打磨的成果确实经得起推敲！ps: hands down to 谢盈萱，可以说是台湾梅丽尔·斯特里普了！,4,0
2886803773,摄影质感非常棒，尤其是寺庙那段。结局不落俗套。开头段落非常饮食男女，很难不让人喜欢。,4,0
2736943021,那么大岁数还有头发就知道年轻时一定很帅啦，29分钟,3,0
3149939752,故事和美术不错，节奏不够好。,3,0
3159999956,歌好听，剧情不是特别抓人,4,0
2768870947,非常舒服的一部电影，细处见真情。节奏如潺潺流水，故事却打动人心。,5,0
2732255336,海街日记+相爱相亲+花椒之味，再带一点儿饮食男女。两三部电影的人物关系，再加闪回，放到两小时内显得拥挤，难免顾此失彼。不喜欢结尾的处理，感觉片子虎头蛇尾，强行释怀。优点是感觉所有人物都很真实生动，令人信服，而且属实是靠着陈淑芳和谢盈萱的演技撑到了优秀。,4,0
2727380389,过三星。一场寿宴加一场葬礼，牵出一个家庭的恩怨往事，终点是走向和解。错与对，在时间过后，都不重要了。,3,0
2772437068,本届金马奖最爱。陈淑芳的好，两座奖杯讲不完。不孝的女儿，受伤的妻子，强势的母亲，林秀英在种种身份中打转一生，到了七十岁，才终于借他的葬礼第一次成为自己。一纸离婚书烧给前夫，接下来的故事，由她自己写。,4,0
2713346330,节奏太慢了！冗余很多。谢盈萱身材很好啊，演得也好。小妹孙可芳是刘冠廷女友，何德何能啊？,3,0
2996216650,嘴硬心软的人最后都是伤心人 ,3,0
2736642577,"青春的味道又酸又甜，好听的歌不需要歌词……
淡而浓的一部电影，更真实的海街日记，更触动人心的人物，清风拂面，泪珠滴落，无论花开花谢都充满芬香，只有放手与释怀才能更好的进入人生下一个阶段，重新开始属于自己的生活。",4,0
3162685758,搞不懂逻辑,4,0
2780077782,是枝裕和是夠不著了，只能算台灣版《花椒之味》,3,0
2766773073,导演痕迹过重，很多地方硬是要拍成导演自己所执拗的那样，而忽视了逻辑，情感的合理性。空间有些混乱，像是只顾着讲清楚故事，人物好像不停地在瞬移，故事看下来觉得完全没有打动我，很难入戏，原因可能两个，其一是这样的家庭戏十分依赖于细节，然而本片的细节都做得太过于刻意，车内的KTV，寿司以及很多地方出线的食物，年轻父亲落下的衣服，名为《恋爱》的书，过期的食品，倒不是说这些元素多么drama，只是导演的呈现，太过于刻意要表现，太过用力，说得太直接明了，显得很假，详略问题也是整部影片的问题之一。其二是，导演想要同时保留观众对几乎所有人物的共情，及情节和情感的悬念，而这悬念本身也没有多大的必要，就感觉导演把观众想得挺傻，任人摆布。剧本其实还不错。,3,0
2775286456,无感，台湾的出租车还可以唱卡拉OK也挺神奇.49/100,2,0
2825531305,其实没想象中好，不过最后那首歌直接拉满,4,0
2732260332,挺感动的，但是觉得可以更好；女儿们的角色觉得没有足够发掘。,4,0
3042488546,往事早已逝，何必再纠结，已入暮年的母亲实在不够豁达，一直沉迷于身份的认可。N.Z,3,0
2756727856,很少看到的女性群像电影，之前看的一部应该是海街日记。老演员真的很有魅力，没有几句台词却仿佛有千言万语的澎湃情感。,4,0
2762487984,放过自己，哪有那么简单呀～妈妈也是为了解开孩子的心结而强迫放过自己吧,4,0
2730560835,电影很好，不过三观是不是不太正呀，缺席的父亲还是个渣男，为什么一死了，就都要原谅了呢，特别是小女儿，圣洁的白莲花了呀,4,0
2851082587,好.好.好！好久没有这样一部电影，让我记起了那么多的过去...好久没有这样一部电影，让我看到一个人一生的画卷...好久没有这样一部电影，让我感慨白驹过隙，宇宙沧田...,5,1
2736897968,谢盈萱演得真好,4,0
2772517081,以与《饮食男女》相似的人物架构讲东方女德的伦理故事，从寿宴到丧礼引出的家庭隐痛，一家几代多个女人的悲欢离合与爱恨情仇，都在不疾不缓的娓娓道来，拍得非常细腻，剧本工整精致，表演滴水不漏，尤其几场群戏极为精彩。那种因为爱而放不下，因为愧而难回头的几番起承转合，充分体现了“清官难断家务事”般复杂的情感牵绊，每个角色的塑造又都很鲜活，很多微妙的波澜只有在东方传统的家庭语境下才能体会，即便节奏舒缓，但却毫不乏味。,4,0
2771782083,【6.0】陈先生四处留情、不负责任、偷章贷款都是真的，最后送个糕点、对新欢吐露心声，只能说明他不算无药可救，并不意味着他值得被原谅。阿嬷的孤味来源于丈夫的浪荡、亲人的疏远、孩子的不理解。最后把照片换回去了，只能说明她妥协了，但可能永远也想不开。大女儿性格像爹，爱玩，想的都是癌症复发的事。二女儿操心的是自己的孩子，对几个舅舅始终是排斥态度。小女儿是信息最少的人，所以最在意父亲，最想了解他生前经历和家庭过往纠葛，跟老爸的新欢甚至走得挺近。最后其实也就是大家都希望老妈打开心结，但老妈一直很倔强。这种世俗的家庭纠葛我真没什么兴趣。,3,1
2769031104,几首歌曲很有味道。,4,0
2730679947,一个成为良人的父亲竟然20年不回家见女儿，且离家时就家徒四壁。虽死者为大，但妻女真的可以放下吗？,3,0
2826418034,看完余味悠长,4,1
2731240761,台湾街日记,3,0
2925805573,感觉是『姐你睡了吗？』这首歌发展出来的人生感悟的电影演绎,4,0
2778164389,拍得不错。,3,0
2609605983,72%不是那么喜欢吧……（新年快乐鸭,4,0
2749607109,通过一场死亡，讲述了一家人的过往与当下，以及如何让自己放下的故事。很文艺，很喜欢这样的平淡生活。,4,0
2778305509,6 一开始看名字以为是像《饮食男女》一样用美食串联的家庭关系剥离，看了以后才知道孤味的含义。不是这种传统女性牺牲忍让和坚守的表达问题，毕竟时代不同，也不是几位女演员演的不好，但就是欠缺连接的感觉，各个女性角色间太疏离了。,3,0
2786885056,这就金马奖了？演员是都演的不错，但通篇一直有个背景音乐从头到尾嗡嗡嗡的，头疼，难不成是个mv导演？,2,0
2875030492,台版海街日记，中上之作，有点矫饰。,4,0
2728026644,3.5/5.很棒很棒的群戏。始终有点小失望，不及预期,4,0
3111647193,苦难是如何又如何 让她痛苦地爱着,4,0
2611405295,感觉导演不太成熟，影片节奏把握得不好，故事讲得很碎，人物分配得很平均，镜头语言没有什么出彩的地方。对于这家人的情感纠葛，我也不太能理解，虽然都有道理，但是感觉就是很牵强，像是为了写剧本而写的。结尾为什么林小姐让蔡小姐代替自己出席追悼会？,3,0
3215049812,大年三十，孤味。,4,0
2734691223,这一家子奇葩的设定，让我想起了海街日记？不过是黑暗更现实版？大姐这一辈子应该活得挺敞亮的，至少没白活吧啥都体验了一把，连癌症都能二连；二姐肯定一直都是家族的骄傲，会读书就是打开新世界大门的钥匙，不过就是比较辛苦罢了；三姐被过继抱走了有点可怜，但居然抽了老三带走为啥不是其他人呢？老四乖乖女，就连老爸的小三也一直跟她联系，一开始我觉得这就是她亲妈的叛徒，谁知她比谁都清楚爹妈的感情早就名存实亡，根本没必要互相折磨；孙女就是个剧情推进器兼团宠，任何时候都能让剑拔弩张的气氛变得缓和下来~看到最后也就是告诉我们一个道理，当两个人之间真的没啥念想的时候不必互相折磨，放自己和对方一条生路，谁都只有一辈子，何必活得这么累~虽然最后跟小三握手言和让我觉得还是有点恶心的，但毕竟人都死了，恶心都是他们的，跟我无关~,3,0
2770158993,与自己和解的故事，丧礼让人想起《父后七日》，三姐妹让人想起《花椒之味》。并不算太新鲜的剧本，拍摄也有点平。但情感细腻，演员甚好，最后的闽南语歌中还是哭出来。陈升是谁高中女生已经不知道了哦……徐若瑄出现有点意外，原来是自己监制。台湾拍这种亲情片真的有传统。,4,0
2747751142,几乎每个人物都很立体，正室与小三在办丧事过程中的角逐是彼此不甘心的延续，最后的和解举重若轻，很有余味。,3,1
2767010327,好自然啊，自然到把人看到想落泪，也是那么得自然,5,0
3166644477,台湾电影对情感的拿捏真是太优秀！平平淡淡地诉说，却很好哭。林小姐与抛家弃女的丈夫几十年的爱恨，在丈夫终于死亡后和解与放手！一个花花公子般的男人离开几十年为什么一个弃妇与几个他的女儿都要去爱他？只能用“血缘”来解释吧！“一家人要高高兴兴的过日子…长命百岁”,5,0
2609815482,像阿嬷这样一辈子太苦了，还好最后结局一切都放下了，莫名想到我外婆(;´༎ຶД༎ຶ`),5,0
3218802099,Histoire soignée des amours sincères.,4,0
2831021594,四星半，因为葬礼勾起的一家人的往事，好像海街日记和相亲相爱也是类似的题材。喜欢这种台式的温情，阿婆总是隐隐透出些小可爱，阿婆的倔强，阿婆的嘴硬心软，阿婆的温柔，我特别想抱抱她。不管什么最后大家都放下好好的过日子啊，看着这一大家子我觉得很幸福,5,1
2897804638,女性视角，女性塑造太让人舒适，不满故事结点落在母亲林秀英的自我和解。故事里详尽描摹中国式家庭的常态，虽然少了“爸爸”，但又贯穿整片了的男性角色。母亲的含辛茹苦，甚至带来道德绑架。三个女儿间的埋怨和不解，却维系着深深的羁绊。,4,0
2815593066,是不完美，是电视剧感。可是这么多不同的女人，发生过和即将发生的命运，看完还是很有感触。别为难自己别控制别人，哪怕是自己的家庭，另一半，子女。自己痛苦。让别人也，只想逃。希望自己不论多少岁，可以独立，孑然一身。别戕害任何人包括自己。真的要随时放下。,4,0
2810763550,台湾拍这种片子还是更胜一筹啊，把家庭矛盾放到一起，引出很多故事。故事讲完了，矛盾也解决了。现实生活中，这不太可能。,4,0
2734669445,签完离婚协议书后，林秀英在车上很平静，生活也不如往昔，她在流泪，日子怎么过都很苦。,3,1
3033397089,学会放下，可能得学到老。,3,0
2737439082,谢盈萱老苦命女人了,3,0
2824004873,剧本设置以及立意都还可以，老戏骨的演技也在线，就是几个女儿的形象塑造的太生硬，让人看着有点别扭,3,0
2763663243,丈夫、父亲的角色很少出现，但在片子里像是一个幽灵一般的存在，故事聚焦在青中老三代女性在一个家庭里里。最喜欢母亲去二女儿家的那场对话，中国传统家庭里子女想要道歉，父母想要感恩，这样的冲突永远难以和解，总会有各种冲突，我们都站在自我的角度希望别人理解自己。,3,0
2823029700,故事结构和设定跟海街日记很像，都在讲述跟生活的和解，跟自己的和解，跟过去的和解。缺点是叙事节奏太慢，略拖沓。可以感受到台湾人深受日本文化影响的印记，尤其是对于白事的处理态度。,3,0
2783771863,7/10,4,0
2681397751,3.5 记得在花莲拜访日据时代的村落遗址 讲解老阿姨说有八十多岁的日本湾生老太太携儿孙回来 说这里才是她的故乡 讲解的台湾老阿姨给了日本老太太一个拥抱 说欢迎回家 。这样的情感在此岸是不被理解的吧 评论里骂着渣男丈夫的朋友们 看完此片迅速划分了立场三观,3,0
2734667095,可能是對電影的理解不同，覺得這樣的故事在電視上看就可以。,3,0
3183425743,突然感到“伤害”、“愧疚”等等的词汇都太轻飘飘，连电影中的那袋软糖也是，是特意的记得还是便宜的敷衍？没法追问，属于罗大佑唱的“我所不能了解的事”。,3,0
2762413384,开始以为是一家三代女人围着一个渣男转，后来发现是一对被家族和家产拆散的恩爱夫妻。离家分居是无解的局，直到人死了，还要花一部电影的时间来清算感情债，终结悲剧。死亡对两个人都是解脱，女儿们也可以名正言顺的爱父亲了。台南虾卷好像很好吃的样子呀！,4,0
2732261527,一个家庭母亲和女儿之间的互爱互虐，像是更复杂，更放大的《春潮》，还好台湾没有我们这的计划生育政策，通过父亲突然的去世作为切入点。感觉作者在大儿女和母亲的戏写的很好。大女儿的角色真的太有当代时代特征了，受到新自由主义思潮的影响，热爱自由，却又因为自由而自虐，和母亲的关系难舍难分，却又难以忍受。母亲的角色在华语电影很常见，很中式的爱，却对女儿的事情管来管去，但这个电影却偏偏给这个老母亲安排了一个情敌，这就来戏了。只可惜，二女儿和小女儿的角色设置相比之下却黯然失色许多。最后结局的超现实处理很有意思。,4,0
2729205171,跟《饮食男女》差远了吧。表面看是女性群像，其实还是一群女人围绕一个男人不出意外地达成和解。男性虽然不在场却时时在场，而女性作为个体形象刻画得不够鲜明，也许拍成电视剧会更生动立体些。以及，上一次看到给死掉的烂爹强行洗白这种尴尬剧情还是blank 13......,3,1
3175551926,"跟生活和解，跟过去和解，跟自己和解
一切都是执念啊！",4,0
2767793576,人生有诸多不如意，放下是最高境界。一部细腻至极的好电影，把寻常琐事拍到令人落泪，情节发展流畅自然，每个人物个性鲜明，摄影镜头也讲究。只是最后的结局虽然圆满，但非常人能够达成，导演也是希望通过电影更多地渡人去彼岸吧。,4,0
2548543656,三姐妹的人生走向太值得细品。老大向往自由活的洒脱，不愿承担传统家庭责任，烟不离手最后癌症复发；老二家庭美满看似有主见也貌似有很强的顾家能力，其实控制欲强脾气坏情商低，最需要亲人的包容，活在肥皂泡里面；老幺全程被动接受，懂事，也同时丧失对自己的关注，底线也极低，过于被母亲不和睦的晚年婚姻影响。林阿嬷从琐碎的家事中逐渐解开了自己一生的心结，两次响起的主题曲，寺庙里求神拜佛的自我安慰，将珍藏的首饰分发给女儿们，导演处理得绝赞。,5,0
2760906698,很久没看台湾电影了，这部真的很台湾，闽南语，闽南歌，佛教道教冲突，家庭里的那句“我都是为了你”“生你们这些人有什么用！”恶言相向，又血浓于水，这种世代纠葛，如果生下来只是其中一道程序然后各自分开，会不会好一点，就不会有一生的羁绊。——《孤味》，很寡淡，很人情味，说不上来，只是听闽南语很喜欢。喜欢陈婉青瘦瘦的样子和嗓音。演技都在线，剧情嘛，无感。,3,0
2802831023,很好,5,0
2880991559,3.5,3,0
2836697752,力道不够。,3,0
2766443796,奈飞的本地化做的很棒。,4,0
2846374455,每个家庭都有自己的故事，润物细无声地把矛盾冲突争端一点点的讲出来，不是原谅了，也不是洗白了，只是不恨了而已，放手了。两个字：爱过！,4,0
3234418950,十几年的路，你不言我不语，感情永远藏在沉默与无奈下，人走了，才晓得留念，人走了，晓得感情的深，想要说出的我爱你，挂在嘴边却成了为你好，人呐，总在离别的最后一刻才懂得珍惜与不舍……,5,0
3187509945,"太封建了，太落后了，完全超出我能理解的范畴，只能说真的很湾湾，谁先爱上他的我能接受，但这个片子，太糟粕了，明明你在妈妈的抚养下长大，却和离家二十年的渣爹共鸣，我为妈妈不值得，一大群人缅怀一个死去的渣男，好荒谬啊，没有父亲也要制造父权自我压迫吗？
片子拍得还算细腻，演员演技也不错，有点饮食男女的感觉，但故事我确实无法产生一丁点共鸣。",2,0
2727632794,出租车上居然可以唱KTV！徐若瑄居然被河蟹了！,4,0
2660121625,近几年观感最佳的台湾电影,4,0
2875748190,不紧不慢的家庭伦理剧，情节上没什么独特的，几个演员真的厉害。,4,0
2777107261,人就是很奇怪，明明知道对自己有害的，还是会一直去做；一直觉得人最大的一个悲剧就是想要去拯救另一个人，而且觉得自己可以拯救。,4,0
2768212936,海街日记的轮廓，森田芳光的情绪，令人难忘的女性群像。,4,0
2753486644,还是挺适合三八节看的电影，台湾版的《海街日记》么？也是四姐妹，关于家庭和解的，水平差了两三个层次吧。演员表里有个演员名叫“洪都拉斯”是什么情况？,3,0
2776074814,电影最大的问题是原谅的理由被描述为女性对男性角色的念念不忘，通篇都在把这种自恋渲染成“男性导演对女性的共情”，姑且不论老一辈的外婆对于外公的原谅和“真爱”的重情重义，就小女儿对于父亲“无实物”的情感，像是用歌颂女性刻意讨好女观众，是为鸡贼，而介乎崩溃与坚强之间的谢盈萱拯救了这番做作的调情。,3,0
2609251579,從一種華人最能理解、最能共情的角度詮釋了「女性主義」或者「女性視角」。細膩溫婉的角色交換，又有從容不迫地坦然。,4,0
2725392748,作为长篇处女作来讲发挥的相当优秀了，剧本设计和整体节奏视听把握都流畅舒服，相对做到了“随风潜入夜，润物细无声”的方向，几个女性角色相当立体有戏，短短的2小时里不仅做到了点面俱到还把很多儒家语境下亚洲人家庭观念上的问题拿来探讨，陈淑芳作为电影绝对的核心撑起来整部戏，庙里的哭和结尾的唱都让人太动容了，一开始看完还并不理解为什么要谅解这个“渣男”，之后想了想也释怀了，葬礼总是要做给活人看的，活人的对自己的释怀和放下比什么都重要。一杯余味悠长的热茶，喝完舒服很久。（谢婉莹依旧那么抢眼）,4,0
2691336134,陈升是谁,3,1
2781705722,和相亲相爱很像，人的感情真的很复杂。认生中没有比生死更大的事了。一人一生中有那么多爱你的人真的是很幸运。不要同时招惹两个女人，最后真的是苦了自己更苦了她人。内心的位置也只有最终给一个女人，终其一生才是完美的。,4,0
2756889786,8分有点过了吧，陈伯昌的行为并不值得洗白啊！同类型电影一一比较好看。这个确实一般般。,3,0
3164868002,整体俗女，阿嬷李安。,4,0
2913120787,同样着眼于家庭伦理，台影还是会比日影多一点冲动和烟火气，细微的情感也有爆发的时刻。故事不复杂但心境太难共鸣，要不要和自己和解虽是个人选择，却往往很难凭一己之力做到。只能说，束缚自己的桎梏越少，自己和周围的人都会越自由。,4,0
2749927839,很台式的家庭伦理剧。一个生了四个女儿的女人被丈夫抛弃后，一个人独自把孩子拉扯大。内心深处有伤痕的女人，执念都特别深。抛妻弃女后十几年不再联系的“丈夫”，在自己70大寿这天离世，丢下一堆烂摊子的事情留给名义上的妻子来收拾。坚强且执念又强势的妈妈，培养出的女儿拥有截然不同的性格，大女儿放荡不羁爱自由；二女儿跟自己一个强势且倔强；唯独三女儿接手了自己一手创办起来的有名餐厅，陪在她的身边。一个人的原生家庭造就每个人与生俱来的性格，悲喜交织的人生，总在潜移默化中慢慢形成。电影的最后，女人放下了一切，承认了自己的错误，原谅了遗弃自己的丈夫，最终让自己心灵得到救赎。个人觉得导演把太多内容都囊括一起，每个人都旗帜鲜明，反倒显得没有主线。,4,1
2729455904,男人在外面乱搞，抛妻弃女，最后留下妻子，小三，女儿来互相谅解。很多东亚电影中展现出的“人情味”和“和解”，不过是东亚捣糨糊式的乡愿。,3,5
2735523279,全片的主题在于：“原谅和和解”，你可以把它看做是和自己的，也可看做是和他人的。我真的好吃徐若瑄的颜啊，这多年过去了，青春靓丽早已不再，但反倒有一种沉淀下来的岁月美人味道，曾经的娃娃脸现在看一点不违和。,4,0
3213292008,大恩如大仇,4,0
2726086875,故事简单，演员入戏。,5,0
2764802541,看得不太专心，一个母亲和几个女儿们的故事。开头有《海街日记》和《饮食男女》的味道，但是故事没有大概因为人生观价值观的不同，对母亲的心理无法认同，如此渣，却至死怀念，理解不了也就难以感动。乳腺癌的大女儿的故事更现实更出彩，小女儿向着没怎么见过的爸爸，爸爸的情人，却不能理解妈妈也是因为自己年轻啊。,3,0
2735648586,三观不正,3,0
2729797928,拍出了女性的坚强和最终相互的理解，不容易。,4,1
2806553504,台湾人的价值三观不正,2,2
2574463550,台版海街日记，烹调食物的镜头很明显有在向饮食男女say hi~爸爸不能被设定成真正理所当然的渣男，爸爸其实是好人，爸爸一直爱你们。这种中华文化特有的反转倒是并不让人意外，有个别时刻会觉得冗长，但让狗血的家庭大戏在烟火味里被抹平，也的确只有台湾做得到。谢盈萱真的是一个很有说服力的演员。,4,1
2756828685,剧情上难以共情，出轨的、未尽抚养责任的父亲，用块软糖就把女儿哄得稀里哗啦，女儿联合小三对付抚养自己的母亲，口口声声真爱，吃里扒外。台湾煽情剧的套路+海街日记的女性元素，但几个女性角色的刻画远比不上《海街日记》，对家庭的描摹也无法对标《饮食男女》。,3,1
2775179247,是枝裕和再迎变体。是《父后七日》，是《密阳》，也是《花椒之味》。,3,0
2790634932,人活一世，到最后就是各种情债，只剩孤味，冷暖自知，看完徒留一声叹息……看起来到最后总是和解，释然，人心得到抚慰，实际上只剩孤味。,4,0
2809286087,笑中有泪，喜乐参半，温润如水。都说一方水土养一方人，电影创作也是，一方水土养一方电影人，台湾这方孤岛，也孕育了独有台湾味的电影人，名单很长，如果你也爱台湾电影，一定会懂这种感觉。,4,0
2730177657,近年的華語倫理片巔峰之作。,5,1
2782438351,细腻真挚，群戏精彩，家是最深最痛最隐秘的羁绊。几个女性故事都围绕着一个渣男人展开，肯定有人不爽，但呈现不代表赞同，创作者用大女儿的戏把性别时代的更迭浅浅地讲出来了。华语地区的家庭伦理、亲情纠葛总是可以深挖深思。,4,0
3163885734,深圳的台湾味道,5,0
3159709138,这样类似的故事，中华大地上几乎每天都在上演，中国传统女性的悲哀与可爱。妈妈有点像万箭穿心里的颜丙燕，彪悍程度低一些，但是内核是一样的。女演员集体水准在线，可以拿个最佳群像表演奖了！,4,0
2852667190,老太太虽然看着年纪太大了些，但绝对是全剧演技担当，表演很动人。相比之下我不怎么喜欢谢盈萱的表演，那些莫名的神经质设定太刻意做作了。,3,0
2728592121,片尾曲，徐若瑄，《别人的》。故事直接在回忆与心声里层层叠叠，人间有简单的挂念。都云世人痴，谁解其中味——是孤独的自由、选择和放下。,4,0
2814061048,没觉得那么好啊,3,0
2728455347,这种柔柔软软的感觉，让人真的特别舒服。能拍的出这样有 人 味的片子的地方一定是美好的，如此美好地方别去打扰人家不好吗，让人家走自己的路不好吗。人家的精神世界，经济基础，人文道德是如此的富足，人家真不需要你去劫放。,5,2
